1,54
2,108
3,1386
4,2880
5,4374
6,5868
7,7362
8,7308
9,8802
10,10296
11,11790
12,13284
13,14778
14,16272
15,16218
16,17712
17,19206
18,20700
19,22194
20,23688
21,25182
22,26676
23,28170
24,29664
25,29610
26,31104
27,32598
28,34092
29,35586
30,37080
31,37026
32,38520
33,40014
34,41508
35,41454
36,42948
37,44442
38,45936
39,47430
40,48924
41,50418
42,51912
43,53406
44,54900
45,56394
46,57888
47,59382
48,60876
49,62370
50,63864
51,65358
52,66852
53,66798
54,68292
55,69786
56,71280
57,71226
